Gene	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism
AL162430.1	NA	NA	NA	NA	NA
AL162430.2	NA	NA	NA	NA	NA
AL163953.3	NA	NA	NA	NA	NA
AL359853.1	NA	NA	NA	NA	NA
AL645922.1	NA	NA	NA	NA	NA
AL669914.1	NA	NA	NA	NA	NA
AL672294.1	NA	NA	NA	NA	NA
AL832007	NA	NA	NA	NA	NA
AL832096	NA	NA	NA	NA	NA
AL832163	NA	NA	NA	NA	NA
AL832184	NA	NA	NA	NA	NA
AL832378	NA	NA	NA	NA	NA
AL832439	NA	NA	NA	NA	NA
AL832737	NA	NA	NA	NA	NA
AL833150	NA	NA	NA	NA	NA
AL833455	NA	NA	NA	NA	NA
ALAD	NA	NA	NA	NA	NA
ALB	NA	NA	NA	NA	NA
ALCAM	NA	NA	NA	NA	NA
ALDH18A1	NA	NA	NA	NA	NA
ALDH1A1	NA	NA	NA	NA	NA
ALDH1A2	NA	NA	NA	NA	NA
ALDH1A3	NA	NA	NA	NA	NA
ALDH1B1	NA	NA	NA	NA	NA
ALDH1L1	NA	NA	NA	NA	NA
ALDH1L1-AS2	NA	NA	NA	NA	NA
ALDH4A1	NA	NA	NA	NA	NA
ALDH5A1	NA	NA	NA	NA	NA
ALDH6A1	NA	NA	NA	NA	NA
ALDH7A1	NA	NA	NA	NA	NA
ALDH9A1	NA	NA	NA	NA	NA
ALDOB	NA	NA	NA	NA	NA
ALG10	NA	NA	NA	NA	NA
ALG10B	NA	NA	NA	NA	NA
ALG14	NA	NA	NA	NA	NA
ALG1L	NA	NA	NA	NA	NA
ALG3	NA	NA	NA	NA	NA
ALG6	NA	NA	NA	NA	NA
ALK	NA	NA	NA	NA	NA
ALKBH1	NA	NA	NA	NA	NA
ALKBH2	NA	NA	NA	NA	NA
ALKBH3	NA	NA	NA	NA	NA
ALKBH6	NA	NA	NA	NA	NA
ALMS1	0	NA	NA	NA	NA
ALOX15	NA	NA	NA	NA	NA
ALOX5AP	NA	NA	NA	NA	NA
ALPK2	NA	NA	NA	NA	NA
ALPL	NA	NA	NA	NA	NA
ALS2	NA	NA	NA	NA	NA
ALS2CR11	NA	NA	NA	NA	NA
ALS2CR12	NA	NA	NA	NA	NA
ALS2CR8	NA	NA	NA	NA	NA
ALX1	NA	NA	NA	NA	NA
ALX3	NA	NA	NA	NA	NA
ALX4	NA	NA	NA	NA	NA
AMACR	NA	NA	NA	NA	NA
AMBN	NA	NA	NA	NA	NA
AMBRA1	NA	NA	NA	NA	NA
AMD1	NA	NA	NA	NA	NA
AMER3	NA	NA	NA	NA	NA
AMFR	NA	NA	NA	NA	NA
AMH	2	4	3	NA	2
AMICA1	NA	NA	NA	NA	NA
AMIGO1	NA	NA	NA	NA	NA
AMIGO2	NA	NA	NA	NA	NA
AMN1	NA	NA	NA	NA	NA
AMOTL1	NA	NA	NA	NA	NA
AMPD3	NA	NA	NA	NA	NA
AMPH	NA	NA	NA	NA	NA
AMTN	NA	NA	NA	NA	NA
AMY1A	NA	NA	NA	NA	NA
AMY2B	NA	NA	NA	NA	NA
AMZ2	NA	NA	NA	NA	NA
ANAPC10	NA	NA	NA	NA	NA
ANAPC16	NA	NA	NA	NA	NA
ANAPC4	NA	NA	NA	NA	NA
ANG	NA	NA	NA	NA	NA
ANGEL2	NA	NA	NA	NA	NA
ANGPT1	NA	NA	NA	NA	NA
ANGPT2	0	NA	NA	NA	NA
ANGPT4	NA	NA	NA	NA	NA
ANHX	NA	NA	NA	NA	NA
ANK1	NA	NA	NA	NA	NA
ANK2	NA	NA	NA	NA	NA
ANK3	NA	NA	NA	NA	NA
ANKFN1	NA	NA	NA	NA	NA
ANKH	NA	NA	NA	NA	NA
ANKK1	NA	NA	NA	NA	NA
ANKMY1	NA	NA	NA	NA	NA
ANKMY2	NA	NA	NA	NA	NA
ANKRD12	NA	NA	NA	NA	NA
ANKRD13C	NA	NA	NA	NA	NA
ANKRD17	NA	NA	NA	NA	NA
ANKRD18B	NA	NA	NA	NA	NA
ANKRD18DP	NA	NA	NA	NA	NA
ANKRD2	NA	NA	NA	NA	NA
ANKRD20A19P	NA	NA	NA	NA	NA
ANKRD20A9P	NA	NA	NA	NA	NA
ANKRD26	NA	NA	NA	NA	NA
ANKRD26P1	NA	NA	NA	NA	NA
ANKRD26P3	NA	NA	NA	NA	NA
ANKRD27	NA	NA	NA	NA	NA
ANKRD28	NA	NA	NA	NA	NA
ANKRD29	NA	NA	NA	NA	NA
ANKRD30A	NA	NA	NA	NA	NA
ANKRD30B	NA	NA	NA	NA	NA
ANKRD30BP2	NA	NA	NA	NA	NA
ANKRD31	NA	NA	NA	NA	NA
ANKRD32	NA	NA	NA	NA	NA
ANKRD33	NA	NA	NA	NA	NA
ANKRD33B	NA	NA	NA	NA	NA
ANKRD34B	NA	NA	NA	NA	NA
ANKRD36BP1	NA	NA	NA	NA	NA
ANKRD36BP2	NA	NA	NA	NA	NA
ANKRD36C	NA	NA	NA	NA	NA
ANKRD37	NA	NA	NA	NA	NA
ANKRD44	NA	NA	NA	NA	NA
ANKRD45	NA	NA	NA	NA	NA
ANKRD50	NA	NA	NA	NA	NA
ANKRD6	NA	NA	NA	NA	NA
ANKRD61	NA	NA	NA	NA	NA
ANKRD62	NA	NA	NA	NA	NA
ANKRD62P1-PARP4P3	NA	NA	NA	NA	NA
ANKRD66	NA	NA	NA	NA	NA
ANKRD7	NA	NA	NA	NA	NA
ANKRD9	NA	NA	NA	NA	NA
ANKS1A	NA	NA	NA	NA	NA
ANKS1B	NA	NA	NA	NA	NA
ANKUB1	NA	NA	NA	NA	NA
ANO1	0	NA	NA	NA	NA
ANO10	NA	NA	NA	NA	NA
ANO2	NA	NA	NA	NA	NA
ANO3	NA	NA	NA	NA	NA
ANO4	NA	NA	NA	NA	NA
ANO6	NA	NA	NA	NA	NA
ANP32AP1	NA	NA	NA	NA	NA
ANP32B	NA	NA	NA	NA	NA
ANP32D	NA	NA	NA	NA	NA
ANXA1	NA	NA	NA	NA	NA
ANXA10	NA	NA	NA	NA	NA
ANXA2	NA	NA	NA	NA	NA
ANXA2P2	NA	NA	NA	NA	NA
ANXA2P3	NA	NA	NA	NA	NA
ANXA3	NA	NA	NA	NA	NA
ANXA4	NA	NA	NA	NA	NA
ANXA5	NA	NA	NA	NA	NA
ANXA6	NA	NA	NA	NA	NA
ANXA7	NA	NA	NA	NA	NA
AOAH	NA	NA	NA	NA	NA
AOC4P	NA	NA	NA	NA	NA
AOX2P	NA	NA	NA	NA	NA
AP000318.2	NA	NA	NA	NA	NA
AP000320.7	NA	NA	NA	NA	NA
AP000593.6	NA	NA	NA	NA	NA
AP000692.10	NA	NA	NA	NA	NA
AP000721.4	NA	NA	NA	NA	NA
AP006621.5	NA	NA	NA	NA	NA
AP1AR	NA	NA	NA	NA	NA
AP1B1P1	NA	NA	NA	NA	NA
AP1G1	NA	NA	NA	NA	NA
AP1M1	NA	NA	NA	NA	NA
AP1S3	NA	NA	NA	NA	NA
AP2B1	NA	NA	NA	NA	NA
AP2S1	NA	NA	NA	NA	NA
AP3B1	NA	NA	NA	NA	NA
AP3M1	NA	NA	NA	NA	NA
AP3S1	NA	NA	NA	NA	NA
AP4B1-AS1	NA	NA	NA	NA	NA
AP4E1	NA	NA	NA	NA	NA
AP4S1	NA	NA	NA	NA	NA
AP5M1	NA	NA	NA	NA	NA
APAF1	NA	NA	NA	NA	NA
APBA1	NA	NA	NA	NA	NA
APBA2	NA	NA	NA	NA	NA
APBB1IP	NA	NA	NA	NA	NA
APBB2	NA	NA	NA	NA	NA
APC	NA	NA	NA	NA	NA
APCS	NA	NA	NA	NA	NA
APH1B	NA	NA	NA	NA	NA
API5	NA	NA	NA	NA	NA
APIP	NA	NA	NA	NA	NA
APMAP	NA	NA	NA	NA	NA
APOB	NA	NA	NA	NA	NA
APOBEC1	NA	NA	NA	NA	NA
APOBEC3A_B	NA	NA	NA	NA	NA
APOBEC3C	NA	NA	NA	NA	NA
APOBEC3D	NA	NA	NA	NA	NA
APOBEC3F	NA	NA	NA	NA	NA
APOBEC3G	NA	NA	NA	NA	NA
APOBEC3H	NA	NA	NA	NA	NA
APOE	3	NA	NA	NA	NA
APOH	NA	NA	NA	NA	NA
APOL1	NA	NA	NA	NA	NA
APOL2	NA	NA	NA	NA	NA
APOL3	NA	NA	NA	NA	NA
APOL4	NA	NA	NA	NA	NA
APOL5	NA	NA	NA	NA	NA
APOL6	NA	NA	NA	NA	NA
APOLD1	NA	NA	NA	NA	NA
APOM	NA	NA	NA	NA	NA
APP	NA	NA	NA	NA	NA
APRT	NA	NA	NA	NA	NA
APTX	NA	NA	NA	NA	NA
AQP1	1	NA	NA	NA	NA
AQP11	NA	NA	NA	NA	NA
AQP12A	NA	NA	NA	NA	NA
AQP12B	NA	NA	NA	NA	NA
AQP3	NA	NA	NA	NA	NA
AQP4-AS1	NA	NA	NA	NA	NA
AQP7	NA	NA	NA	NA	NA
AQPEP	NA	NA	NA	NA	NA
AQR	NA	NA	NA	NA	NA
ARAP2	NA	NA	NA	NA	NA
ARAP3	NA	NA	NA	NA	NA
ARCN1	NA	NA	NA	NA	NA
AREG	NA	NA	NA	NA	NA
ARF5	NA	NA	NA	NA	NA
ARFGAP3	NA	NA	NA	NA	NA
ARFGEF1	NA	NA	NA	NA	NA
ARFIP1	NA	NA	NA	NA	NA
ARG1	NA	NA	NA	NA	NA
ARGFX	NA	NA	NA	NA	NA
ARGLU1	NA	NA	NA	NA	NA
ARHGAP1	NA	NA	NA	NA	NA
ARHGAP10	NA	NA	NA	NA	NA
ARHGAP11A	NA	NA	NA	NA	NA
ARHGAP12	NA	NA	NA	NA	NA
ARHGAP15	NA	NA	NA	NA	NA
ARHGAP18	NA	NA	NA	NA	NA
ARHGAP19	NA	NA	NA	NA	NA
ARHGAP19-SLIT1	NA	NA	NA	NA	NA
ARHGAP20	NA	NA	NA	NA	NA
ARHGAP21	NA	NA	NA	NA	NA
ARHGAP22	NA	NA	NA	NA	NA
ARHGAP23	NA	NA	NA	NA	NA
ARHGAP24	NA	NA	NA	NA	NA
ARHGAP25	NA	NA	NA	NA	NA
ARHGAP26	NA	NA	NA	NA	NA
ARHGAP28	NA	NA	NA	NA	NA
ARHGAP29	NA	NA	NA	NA	NA
ARHGAP30	NA	NA	NA	NA	NA
ARHGAP31	NA	NA	NA	NA	NA
ARHGAP32	NA	NA	NA	NA	NA
ARHGAP35	NA	NA	NA	NA	NA
ARHGAP42	NA	NA	NA	NA	NA
ARHGAP44	NA	NA	NA	NA	NA
ARHGAP5	NA	NA	NA	NA	NA
ARHGAP8	NA	NA	NA	NA	NA
ARHGEF10L	NA	NA	NA	NA	NA
ARHGEF11	NA	NA	NA	NA	NA
ARHGEF17	NA	NA	NA	NA	NA
ARHGEF18	NA	NA	NA	NA	NA
ARHGEF25	NA	NA	NA	NA	NA
ARHGEF26	NA	NA	NA	NA	NA
ARHGEF26-AS1	NA	NA	NA	NA	NA
ARHGEF28	NA	NA	NA	NA	NA
ARHGEF33	NA	NA	NA	NA	NA
ARHGEF37	NA	NA	NA	NA	NA
ARHGEF4	NA	NA	NA	NA	NA
ARHGEF40	NA	NA	NA	NA	NA
ARHGEF7	NA	NA	NA	NA	NA
ARID1A	0	NA	NA	NA	NA
ARID1B	NA	NA	NA	NA	NA
ARID2	NA	NA	NA	NA	NA
ARID4A	NA	NA	NA	NA	NA
ARID4B	NA	NA	NA	NA	NA
ARID5A	NA	NA	NA	NA	NA
ARIH1	NA	NA	NA	NA	NA
ARIH2	NA	NA	NA	NA	NA
ARL1	NA	NA	NA	NA	NA
ARL10	NA	NA	NA	NA	NA
ARL13B	NA	NA	NA	NA	NA
ARL14EP	NA	NA	NA	NA	NA
ARL14EPL	NA	NA	NA	NA	NA
ARL15	NA	NA	NA	NA	NA
ARL17B	NA	NA	NA	NA	NA
ARL2BP	NA	NA	NA	NA	NA
ARL4A	NA	NA	NA	NA	NA
ARL4C	NA	NA	NA	NA	NA
ARL5C	NA	NA	NA	NA	NA
ARL6	NA	NA	NA	NA	NA
ARL6IP5	NA	NA	NA	NA	NA
ARL6IP6	NA	NA	NA	NA	NA
ARL8B	NA	NA	NA	NA	NA
ARL9	NA	NA	NA	NA	NA
ARMC10	NA	NA	NA	NA	NA
ARMC12	NA	NA	NA	NA	NA
ARMC3	NA	NA	NA	NA	NA
ARMC4	NA	NA	NA	NA	NA
ARMC6	NA	NA	NA	NA	NA
ARMC7	NA	NA	NA	NA	NA
ARMC9	NA	NA	NA	NA	NA
ARMS2	0	NA	NA	NA	NA
ARNTL	NA	NA	NA	NA	NA
ARPC4-TTLL3	NA	NA	NA	NA	NA
ARPP19	NA	NA	NA	NA	NA
ARPP21	NA	NA	NA	NA	NA
ARRB1	NA	NA	NA	NA	NA
ARRB2	NA	NA	NA	NA	NA
ARRDC1	NA	NA	NA	NA	NA
ARRDC3-AS1	NA	NA	NA	NA	NA
ARRDC4	NA	NA	NA	NA	NA
ARSG	NA	NA	NA	NA	NA
ARSI	NA	NA	NA	NA	NA
ARSJ	NA	NA	NA	NA	NA
ARSK	NA	NA	NA	NA	NA
ART1	NA	NA	NA	NA	NA
ARVCF	2	5	3	NA	NA
AS3MT	1	NA	NA	NA	NA
ASAH1	NA	NA	NA	NA	NA
ASAP1	NA	NA	NA	NA	NA
ASB1	NA	NA	NA	NA	NA
ASB13	NA	NA	NA	NA	NA
ASB17	NA	NA	NA	NA	NA
ASB18	NA	NA	NA	NA	NA
ASB3	NA	NA	NA	NA	NA
ASB4	NA	NA	NA	NA	NA
ASB5	NA	NA	NA	NA	NA
ASB7	NA	NA	NA	NA	NA
ASCC1	NA	NA	NA	NA	NA
ASCC2	NA	NA	NA	NA	NA
ASCC3	NA	NA	NA	NA	NA
ASCL1	NA	NA	NA	NA	NA
ASCL4	NA	NA	NA	NA	NA
ASCL5	NA	NA	NA	NA	NA
ASF1B	NA	NA	NA	NA	NA
ASH1L	NA	NA	NA	NA	NA
ASH1L-AS1	NA	NA	NA	NA	NA
ASIC2	NA	NA	NA	NA	NA
ASIC4	NA	NA	NA	NA	NA
ASNS	NA	NA	NA	NA	NA
ASNSD1	NA	NA	NA	NA	NA
ASPH	NA	NA	NA	NA	NA
ASPHD2	NA	NA	NA	NA	NA
ASPN	NA	NA	NA	NA	NA
ASRGL1	NA	NA	NA	NA	NA
ASS1	NA	NA	NA	NA	NA
ASTE1	NA	NA	NA	NA	NA
ASTL	NA	NA	NA	NA	NA
ASTN1	NA	NA	NA	NA	NA
ASTN2	NA	NA	NA	NA	NA
ASXL2	NA	NA	NA	NA	NA
ASXL3	NA	NA	NA	NA	NA
ASZ1	NA	NA	NA	NA	NA
ATAD5	NA	NA	NA	NA	NA
ATAT1	NA	NA	NA	NA	NA
ATE1	NA	NA	NA	NA	NA
ATF1	NA	NA	NA	NA	NA
ATF3	NA	NA	NA	NA	NA
ATF4	NA	NA	NA	NA	NA
ATF6	NA	NA	NA	NA	NA
ATF6B	NA	NA	NA	NA	NA
ATF7IP	NA	NA	NA	NA	NA
ATF7IP2	NA	NA	NA	NA	NA
ATG10	NA	NA	NA	NA	NA
ATG12	NA	NA	NA	NA	NA
ATG13	NA	NA	NA	NA	NA
ATG14	NA	NA	NA	NA	NA
ATG16L1	NA	NA	NA	NA	NA
ATG16L2	NA	NA	NA	NA	NA
ATG2B	NA	NA	NA	NA	NA
ATG4C	NA	NA	NA	NA	NA
ATG5	NA	NA	NA	NA	NA
ATG7	NA	NA	NA	NA	NA
ATL2	NA	NA	NA	NA	NA
ATM	NA	NA	NA	NA	NA
ATN1	NA	NA	NA	NA	NA
ATOH1	NA	NA	NA	NA	NA
ATOX1	NA	NA	NA	NA	NA
ATP10A	NA	NA	NA	NA	NA
ATP10B	NA	NA	NA	NA	NA
ATP10D	NA	NA	NA	NA	NA
ATP11B	NA	NA	NA	NA	NA
ATP12A	NA	NA	NA	NA	NA
ATP13A1	NA	NA	NA	NA	NA
ATP13A4	NA	NA	NA	NA	NA
ATP13A5	NA	NA	NA	NA	NA
ATP1A2	NA	NA	NA	NA	NA
ATP1A3	NA	NA	NA	NA	NA
ATP1A4	NA	NA	NA	NA	NA
ATP2A2	NA	NA	NA	NA	NA
ATP2A3	NA	NA	NA	NA	NA
ATP2B1	NA	NA	NA	NA	NA
ATP2B2	NA	NA	NA	NA	NA
ATP2C1	NA	NA	NA	NA	NA
ATP2C2	NA	NA	NA	NA	NA
ATP4A	NA	NA	NA	NA	NA
ATP4B	NA	NA	NA	NA	NA
ATP5A1	NA	NA	NA	NA	NA
ATP5B	0	NA	NA	NA	NA
ATP5C1	NA	NA	NA	NA	NA
ATP5EP2	NA	NA	NA	NA	NA
ATP5F1	NA	NA	NA	NA	NA
ATP5G3	NA	NA	NA	NA	NA
ATP5H	NA	NA	NA	NA	NA
ATP5J	NA	NA	NA	NA	NA
ATP6AP1L	NA	NA	NA	NA	NA
ATP6V0A4	NA	NA	NA	NA	NA
ATP6V0B	NA	NA	NA	NA	NA
ATP6V0CP3	NA	NA	NA	NA	NA
ATP6V0D1	NA	NA	NA	NA	NA
ATP6V0D2	NA	NA	NA	NA	NA
ATP6V1A	NA	NA	NA	NA	NA
ATP6V1B2	NA	NA	NA	NA	NA
ATP6V1C2	NA	NA	NA	NA	NA
ATP6V1E1	NA	NA	NA	NA	NA
ATP6V1G3	NA	NA	NA	NA	NA
ATP6V1H	NA	NA	NA	NA	NA
ATP7B	NA	NA	NA	NA	NA
ATP8A1	NA	NA	NA	NA	NA
ATP8A2	NA	NA	NA	NA	NA
ATP8B1	NA	NA	NA	NA	NA
ATP8B3	NA	NA	NA	NA	NA
ATP8B4	NA	NA	NA	NA	NA
ATP9B	NA	NA	NA	NA	NA
ATRN	NA	NA	NA	NA	NA
ATRNL1	NA	NA	NA	NA	NA
ATXN1	NA	NA	NA	NA	NA
ATXN10	NA	NA	NA	NA	NA
ATXN2	NA	NA	NA	NA	NA
ATXN7	NA	NA	NA	NA	NA
ATXN7L1	NA	NA	NA	NA	NA
ATXN7L2	NA	NA	NA	NA	NA
ATXN7L3B	NA	NA	NA	NA	NA
ATXN8OS	NA	NA	NA	NA	NA
AUH	NA	NA	NA	NA	NA
AURKA	NA	NA	NA	NA	NA
AURKAIP1	NA	NA	NA	NA	NA
AUTS2	NA	NA	NA	NA	NA
AV2S1A1	NA	NA	NA	NA	NA
AV4S1	NA	NA	NA	NA	NA
AVEN	NA	NA	NA	NA	NA
AVL9	NA	NA	NA	NA	NA
AVPI1	NA	NA	NA	NA	NA
AVPR1A	NA	NA	NA	NA	NA
AVPR1B	NA	NA	NA	NA	NA
AX721193	NA	NA	NA	NA	NA
AX721264	NA	NA	NA	NA	NA
AX746487	NA	NA	NA	NA	NA
AX746535	NA	NA	NA	NA	NA
AX746567	NA	NA	NA	NA	NA
AX746596	NA	NA	NA	NA	NA
AX746635	NA	NA	NA	NA	NA
AX746649	NA	NA	NA	NA	NA
AX746653	NA	NA	NA	NA	NA
AX746654	NA	NA	NA	NA	NA
AX746723	NA	NA	NA	NA	NA
AX746780	NA	NA	NA	NA	NA
AX746787	NA	NA	NA	NA	NA
AX746800	NA	NA	NA	NA	NA
AX746823	NA	NA	NA	NA	NA
AX746871	NA	NA	NA	NA	NA
AX746877	NA	NA	NA	NA	NA
AX746880	NA	NA	NA	NA	NA
AX746885	NA	NA	NA	NA	NA
AX746903	NA	NA	NA	NA	NA
AX746944	NA	NA	NA	NA	NA
AX746989	NA	NA	NA	NA	NA
AX747048	NA	NA	NA	NA	NA
AX747062	NA	NA	NA	NA	NA
AX747067	NA	NA	NA	NA	NA
AX747113	NA	NA	NA	NA	NA
AX747123	NA	NA	NA	NA	NA
AX747124	NA	NA	NA	NA	NA
AX747137	NA	NA	NA	NA	NA
AX747163	NA	NA	NA	NA	NA
AX747164	NA	NA	NA	NA	NA
AX747167	NA	NA	NA	NA	NA
AX747171	NA	NA	NA	NA	NA
AX747172	NA	NA	NA	NA	NA
AX747213	NA	NA	NA	NA	NA
AX747238	NA	NA	NA	NA	NA
AX747246	NA	NA	NA	NA	NA
AX747250	NA	NA	NA	NA	NA
AX747251	NA	NA	NA	NA	NA
AX747261	NA	NA	NA	NA	NA
AX747345	NA	NA	NA	NA	NA
AX747368	NA	NA	NA	NA	NA
AX747379	NA	NA	NA	NA	NA
AX747383	NA	NA	NA	NA	NA
AX747402	NA	NA	NA	NA	NA
AX747405	NA	NA	NA	NA	NA
AX747413	NA	NA	NA	NA	NA
AX747415	NA	NA	NA	NA	NA
AX747516	NA	NA	NA	NA	NA
AX747535	NA	NA	NA	NA	NA
AX747578	NA	NA	NA	NA	NA
AX747631	NA	NA	NA	NA	NA
AX747658	NA	NA	NA	NA	NA
AX747684	NA	NA	NA	NA	NA
AX747750	NA	NA	NA	NA	NA
AX747757	NA	NA	NA	NA	NA
AX747758	NA	NA	NA	NA	NA
AX747798	NA	NA	NA	NA	NA
AX747817	NA	NA	NA	NA	NA
AX747828	NA	NA	NA	NA	NA
AX747870	NA	NA	NA	NA	NA
AX747935	NA	NA	NA	NA	NA
AX747952	NA	NA	NA	NA	NA
AX747968	NA	NA	NA	NA	NA
AX747992	NA	NA	NA	NA	NA
AX748020	NA	NA	NA	NA	NA
AX748042	NA	NA	NA	NA	NA
AX748080	NA	NA	NA	NA	NA
AX748157	NA	NA	NA	NA	NA
AX748196	NA	NA	NA	NA	NA
AX748201	NA	NA	NA	NA	NA
AX748233	NA	NA	NA	NA	NA
AX748251	NA	NA	NA	NA	NA
AX748264	NA	NA	NA	NA	NA
AX748267	NA	NA	NA	NA	NA
AX748268	NA	NA	NA	NA	NA
AX748285	NA	NA	NA	NA	NA
AX748312	NA	NA	NA	NA	NA
AX748314	NA	NA	NA	NA	NA
AX748345	NA	NA	NA	NA	NA
AX748369	NA	NA	NA	NA	NA
AX748380	NA	NA	NA	NA	NA
AX748395	NA	NA	NA	NA	NA
AXDND1	NA	NA	NA	NA	NA
AXIN2	NA	NA	NA	NA	NA
AY455283	NA	NA	NA	NA	NA
AY927499	NA	NA	NA	NA	NA
AY927512	NA	NA	NA	NA	NA
AY927633	NA	NA	NA	NA	NA
AY927641	NA	NA	NA	NA	NA
AZGP1	NA	NA	NA	NA	NA
AZIN1	NA	NA	NA	NA	NA
B2M	NA	NA	NA	NA	NA
B3GALNT1	NA	NA	NA	NA	NA
B3GALNT2	NA	NA	NA	NA	NA
B3GALT4	NA	NA	NA	NA	NA
B3GAT1	NA	NA	NA	NA	NA
B3GAT2	NA	NA	NA	NA	NA
B3GNT2	NA	NA	NA	NA	NA
B3GNT3	NA	NA	NA	NA	NA
B3GNT7	NA	NA	NA	NA	NA
B3GNTL1	NA	NA	NA	NA	NA
B4GALT1	NA	NA	NA	NA	NA
B4GALT2	NA	NA	NA	NA	NA
B4GALT4	NA	NA	NA	NA	NA
B4GALT6	NA	NA	NA	NA	NA
B9D1	NA	NA	NA	NA	NA
B9D2	NA	NA	NA	NA	NA
BAAT	NA	NA	NA	NA	NA
BAC05914.1	NA	NA	NA	NA	NA
BACE2	NA	NA	NA	NA	NA
BACH2	NA	NA	NA	NA	NA
BAG3	NA	NA	NA	NA	NA
BAG4	NA	NA	NA	NA	NA
BAG6	0	NA	NA	NA	NA
BAHCC1	NA	NA	NA	NA	NA
BAI3	NA	NA	NA	NA	NA
BAIAP2L1	NA	NA	NA	NA	NA
BAIAP3	0	NA	NA	NA	NA
BANF1P5	NA	NA	NA	NA	NA
BANK1	NA	NA	NA	NA	NA
BANP	NA	NA	NA	NA	NA
BARD1	NA	NA	NA	NA	NA
BARHL1	NA	NA	NA	NA	NA
BARHL2	NA	NA	NA	NA	NA
BARX1	NA	NA	NA	NA	NA
BARX2	NA	NA	NA	NA	NA
BASP1	NA	NA	NA	NA	NA
BASP1P1	NA	NA	NA	NA	NA
BATF	NA	NA	NA	NA	NA
BATF3	NA	NA	NA	NA	NA
BAZ1B	NA	NA	NA	NA	NA
BAZ2A	NA	NA	NA	NA	NA
BAZ2B	NA	NA	NA	NA	NA
BBC3	NA	NA	NA	NA	NA
BBIP1	NA	NA	NA	NA	NA
BBS12	NA	NA	NA	NA	NA
BBS2	NA	NA	NA	NA	NA
BBS5	NA	NA	NA	NA	NA
BBS7	NA	NA	NA	NA	NA
BBS9	NA	NA	NA	NA	NA
BBX	NA	NA	NA	NA	NA
BC002534	NA	NA	NA	NA	NA
BC005018	NA	NA	NA	NA	NA
BC007880	NA	NA	NA	NA	NA
BC008359	NA	NA	NA	NA	NA
BC009730	NA	NA	NA	NA	NA
BC010168	NA	NA	NA	NA	NA
BC011648	NA	NA	NA	NA	NA
BC011998	NA	NA	NA	NA	NA
BC014119	NA	NA	NA	NA	NA
BC014150	NA	NA	NA	NA	NA
BC014180	NA	NA	NA	NA	NA
BC015429	NA	NA	NA	NA	NA
BC015433	NA	NA	NA	NA	NA
BC015590	NA	NA	NA	NA	NA
BC015784	NA	NA	NA	NA	NA
BC015846	NA	NA	NA	NA	NA
BC016143	NA	NA	NA	NA	NA
BC016361	NA	NA	NA	NA	NA
BC016366	NA	NA	NA	NA	NA
BC016656	NA	NA	NA	NA	NA
BC016972	NA	NA	NA	NA	NA
BC017578	NA	NA	NA	NA	NA
BC017910	NA	NA	NA	NA	NA
BC018065	NA	NA	NA	NA	NA
BC020917	NA	NA	NA	NA	NA
BC020935	NA	NA	NA	NA	NA
BC021693	NA	NA	NA	NA	NA
BC021738	NA	NA	NA	NA	NA
BC021741	NA	NA	NA	NA	NA
BC022431	NA	NA	NA	NA	NA
BC022569	NA	NA	NA	NA	NA
BC022892	NA	NA	NA	NA	NA
BC024169	NA	NA	NA	NA	NA
BC024173	NA	NA	NA	NA	NA
BC024248	NA	NA	NA	NA	NA
BC024306	NA	NA	NA	NA	NA
BC024732	NA	NA	NA	NA	NA
BC025350	NA	NA	NA	NA	NA
BC025370	NA	NA	NA	NA	NA
BC026261	NA	NA	NA	NA	NA
BC026300	NA	NA	NA	NA	NA
BC027448	NA	NA	NA	NA	NA
BC027846	NA	NA	NA	NA	NA
BC027906	NA	NA	NA	NA	NA
BC028022	NA	NA	NA	NA	NA
BC028044	NA	NA	NA	NA	NA
BC028204	NA	NA	NA	NA	NA
BC028329	NA	NA	NA	NA	NA
BC028746	NA	NA	NA	NA	NA
BC029534	NA	NA	NA	NA	NA
BC029598	NA	NA	NA	NA	NA
BC029835	NA	NA	NA	NA	NA
BC030092	NA	NA	NA	NA	NA
BC030116	NA	NA	NA	NA	NA
BC030125	NA	NA	NA	NA	NA
BC030525	NA	NA	NA	NA	NA
BC030750	NA	NA	NA	NA	NA
BC030753	NA	NA	NA	NA	NA
BC030765	NA	NA	NA	NA	NA
BC031092	NA	NA	NA	NA	NA
BC031238	NA	NA	NA	NA	NA
BC031243	NA	NA	NA	NA	NA
BC031255	NA	NA	NA	NA	NA
BC031318	NA	NA	NA	NA	NA
BC031864	NA	NA	NA	NA	NA
BC031872	NA	NA	NA	NA	NA
BC031880	NA	NA	NA	NA	NA
BC031884	NA	NA	NA	NA	NA
BC031941	NA	NA	NA	NA	NA
BC031960	NA	NA	NA	NA	NA
BC032026	NA	NA	NA	NA	NA
BC032030	NA	NA	NA	NA	NA
BC032040	NA	NA	NA	NA	NA
BC032407	NA	NA	NA	NA	NA
BC032795	NA	NA	NA	NA	NA
BC032874	NA	NA	NA	NA	NA
BC032891	NA	NA	NA	NA	NA
BC032910	NA	NA	NA	NA	NA
BC032914	NA	NA	NA	NA	NA
BC032916	NA	NA	NA	NA	NA
BC032918	NA	NA	NA	NA	NA
BC033124	NA	NA	NA	NA	NA
BC033346	NA	NA	NA	NA	NA
BC033373	NA	NA	NA	NA	NA
