Gene	BPmed	SideeffectFreq	Sideeffectseverity	Others	Mechanism
LPHN2	NA	NA	NA	NA	NA
LPHN3	NA	NA	NA	NA	NA
LPIN1	NA	NA	NA	NA	NA
LPIN2	NA	NA	NA	NA	NA
LPL	NA	NA	NA	NA	NA
LPO	NA	NA	NA	NA	NA
LPP	NA	NA	NA	NA	NA
LPPR1	NA	NA	NA	NA	NA
LPPR2	NA	NA	NA	NA	NA
LPPR4	NA	NA	NA	NA	NA
LPPR5	NA	NA	NA	NA	NA
LPXN	NA	NA	NA	NA	NA
LRAT	NA	NA	NA	NA	NA
LRBA	NA	NA	NA	NA	NA
LRCH1	NA	NA	NA	NA	NA
LRCH3	NA	NA	NA	NA	NA
LRFN2	NA	NA	NA	NA	NA
LRFN3	NA	NA	NA	NA	NA
LRFN5	NA	NA	NA	NA	NA
LRIF1	NA	NA	NA	NA	NA
LRIG1	NA	NA	NA	NA	NA
LRIG3	NA	NA	NA	NA	NA
LRIT1	NA	NA	NA	NA	NA
LRP1	0	NA	NA	NA	NA
LRP11	NA	NA	NA	NA	NA
LRP1B	NA	NA	NA	NA	NA
LRP2	NA	NA	NA	NA	NA
LRP2BP	NA	NA	NA	NA	NA
LRP4	NA	NA	NA	NA	NA
LRP4-AS1	NA	NA	NA	NA	NA
LRP5L	NA	NA	NA	NA	NA
LRP8	NA	NA	NA	NA	NA
LRPPRC	NA	NA	NA	NA	NA
LRR1	NA	NA	NA	NA	NA
LRRC10	NA	NA	NA	NA	NA
LRRC10B	NA	NA	NA	NA	NA
LRRC16A	NA	NA	NA	NA	NA
LRRC16B	NA	NA	NA	NA	NA
LRRC18	NA	NA	NA	NA	NA
LRRC19	NA	NA	NA	NA	NA
LRRC20	NA	NA	NA	NA	NA
LRRC21	NA	NA	NA	NA	NA
LRRC25	NA	NA	NA	NA	NA
LRRC28	NA	NA	NA	NA	NA
LRRC30	NA	NA	NA	NA	NA
LRRC33	NA	NA	NA	NA	NA
LRRC37A11P	NA	NA	NA	NA	NA
LRRC37A5P	NA	NA	NA	NA	NA
LRRC37A6P	NA	NA	NA	NA	NA
LRRC38	NA	NA	NA	NA	NA
LRRC39	NA	NA	NA	NA	NA
LRRC3B	NA	NA	NA	NA	NA
LRRC3C	NA	NA	NA	NA	NA
LRRC40	NA	NA	NA	NA	NA
LRRC42	NA	NA	NA	NA	NA
LRRC4C	NA	NA	NA	NA	NA
LRRC55	NA	NA	NA	NA	NA
LRRC58	NA	NA	NA	NA	NA
LRRC59	NA	NA	NA	NA	NA
LRRC6	NA	NA	NA	NA	NA
LRRC61	NA	NA	NA	NA	NA
LRRC69	NA	NA	NA	NA	NA
LRRC7	NA	NA	NA	NA	NA
LRRC71	NA	NA	NA	NA	NA
LRRC72	NA	NA	NA	NA	NA
LRRC8C	NA	NA	NA	NA	NA
LRRCC1	NA	NA	NA	NA	NA
LRRFIP2	NA	NA	NA	NA	NA
LRRIQ1	NA	NA	NA	NA	NA
LRRIQ3	NA	NA	NA	NA	NA
LRRK1	NA	NA	NA	NA	NA
LRRK2	NA	NA	NA	NA	NA
LRRN1	NA	NA	NA	NA	NA
LRRTM4	NA	NA	NA	NA	NA
LRTM2	NA	NA	NA	NA	NA
LSAMP	NA	NA	NA	NA	NA
LSM1	NA	NA	NA	NA	NA
LSM10	NA	NA	NA	NA	NA
LSM14A	NA	NA	NA	NA	NA
LSM2	NA	NA	NA	NA	NA
LSM6P2	NA	NA	NA	NA	NA
LSMD1	NA	NA	NA	NA	NA
LSMEM1	NA	NA	NA	NA	NA
LSP1	NA	NA	NA	NA	NA
LSP1P3	NA	NA	NA	NA	NA
LTBP1	NA	NA	NA	NA	NA
LTBP2	NA	NA	NA	NA	NA
LTBP4	NA	NA	NA	NA	NA
LTBR	NA	NA	NA	NA	NA
LUC7L3	NA	NA	NA	NA	NA
LUCAT1	NA	NA	NA	NA	NA
LUM	NA	NA	NA	NA	NA
LURAP1L	NA	NA	NA	NA	NA
LUZP1	NA	NA	NA	NA	NA
LUZP2	NA	NA	NA	NA	NA
LUZP6	NA	NA	NA	NA	NA
LXN	NA	NA	NA	NA	NA
LY6G5B	NA	NA	NA	NA	NA
LY6G6F	NA	NA	NA	NA	NA
LY75	NA	NA	NA	NA	NA
LY75-CD302	NA	NA	NA	NA	NA
LY86	NA	NA	NA	NA	NA
LY86-AS1	NA	NA	NA	NA	NA
LY9	NA	NA	NA	NA	NA
LYAR	NA	NA	NA	NA	NA
LYG1	NA	NA	NA	NA	NA
LYG2	NA	NA	NA	NA	NA
LYN	NA	NA	NA	NA	NA
LYPD3	NA	NA	NA	NA	NA
LYPD6	NA	NA	NA	NA	NA
LYPD6B	NA	NA	NA	NA	NA
LYPLA1	NA	NA	NA	NA	NA
LYPLAL1	NA	NA	NA	NA	NA
LYRM1	NA	NA	NA	NA	NA
LYRM2	NA	NA	NA	NA	NA
LYRM4	NA	NA	NA	NA	NA
LYRM7	NA	NA	NA	NA	NA
LYSMD2	NA	NA	NA	NA	NA
LYST	NA	NA	NA	NA	NA
LYZL1	NA	NA	NA	NA	NA
LYZL2	NA	NA	NA	NA	NA
LYZL4	NA	NA	NA	NA	NA
LYZL6	NA	NA	NA	NA	NA
LZTR1	NA	NA	NA	NA	NA
LZTS1	NA	NA	NA	NA	NA
LZTS1-AS1	NA	NA	NA	NA	NA
M1AP	NA	NA	NA	NA	NA
M55536	NA	NA	NA	NA	NA
MAATS1	NA	NA	NA	NA	NA
MACC1	NA	NA	NA	NA	NA
MACC1-AS1	NA	NA	NA	NA	NA
MACF1	NA	NA	NA	NA	NA
MACROD2	NA	NA	NA	NA	NA
MACROD2-AS1	NA	NA	NA	NA	NA
MAD1L1	NA	NA	NA	NA	NA
MAD2L1	NA	NA	NA	NA	NA
MAEA	0	NA	NA	NA	NA
MAF	NA	NA	NA	NA	NA
MAFB	NA	NA	NA	NA	NA
MAG	NA	NA	NA	NA	NA
MAGEF1	NA	NA	NA	NA	NA
MAGEL2	NA	NA	NA	NA	NA
MAGI1	NA	NA	NA	NA	NA
MAGI1-AS1	NA	NA	NA	NA	NA
MAGI2	NA	NA	NA	NA	NA
MAGI2-AS2	NA	NA	NA	NA	NA
MAGI2-AS3	NA	NA	NA	NA	NA
MAGI3	NA	NA	NA	NA	NA
MAGOHB	NA	NA	NA	NA	NA
MAK	NA	NA	NA	NA	NA
MAK16	NA	NA	NA	NA	NA
MAL	NA	NA	NA	NA	NA
MAL2	NA	NA	NA	NA	NA
MALRD1	NA	NA	NA	NA	NA
MALT1	NA	NA	NA	NA	NA
MAMDC2	NA	NA	NA	NA	NA
MAML2	NA	NA	NA	NA	NA
MAML3	NA	NA	NA	NA	NA
MAMSTR	NA	NA	NA	NA	NA
MAN1A1	NA	NA	NA	NA	NA
MAN1A2	NA	NA	NA	NA	NA
MAN1C1	NA	NA	NA	NA	NA
MAN2A1	NA	NA	NA	NA	NA
MAN2B1	NA	NA	NA	NA	NA
MAN2B2	NA	NA	NA	NA	NA
MAN2C1	NA	NA	NA	NA	NA
MANBA	NA	NA	NA	NA	NA
MANBAL	NA	NA	NA	NA	NA
MANEA	NA	NA	NA	NA	NA
MANEAL	NA	NA	NA	NA	NA
MAP10	NA	NA	NA	NA	NA
MAP1B	NA	NA	NA	NA	NA
MAP1LC3B	NA	NA	NA	NA	NA
MAP1LC3C	NA	NA	NA	NA	NA
MAP1S	NA	NA	NA	NA	NA
MAP2	NA	NA	NA	NA	NA
MAP2K2	0	NA	NA	NA	NA
MAP2K3	NA	NA	NA	NA	NA
MAP2K4	NA	NA	NA	NA	NA
MAP2K6	NA	NA	NA	NA	NA
MAP3K19	NA	NA	NA	NA	NA
MAP3K2	NA	NA	NA	NA	NA
MAP3K5	NA	NA	NA	NA	NA
MAP3K7	NA	NA	NA	NA	NA
MAP3K8	NA	NA	NA	NA	NA
MAP3K9	NA	NA	NA	NA	NA
MAP4	2	5	2	NA	NA
MAP4K3	NA	NA	NA	NA	NA
MAP4K4	NA	NA	NA	NA	NA
MAP6	NA	NA	NA	NA	NA
MAP7	NA	NA	NA	NA	NA
MAP7D1	NA	NA	NA	NA	NA
MAPK1	NA	NA	NA	NA	NA
MAPK10	NA	NA	NA	NA	NA
MAPK14	NA	NA	NA	NA	NA
MAPK4	NA	NA	NA	NA	NA
MAPK6	NA	NA	NA	NA	NA
MAPK7	2	2	2	NA	NA
MAPK8	NA	NA	NA	NA	NA
MAPKAP1	1	NA	NA	NA	NA
MAPKBP1	NA	NA	NA	NA	NA
MAPRE2	NA	NA	NA	NA	NA
MAPT	2	5	2	NA	NA
Mar-01	NA	NA	NA	NA	NA
Mar-11	NA	NA	NA	NA	NA
Mar-03	NA	NA	NA	NA	NA
Mar-04	NA	NA	NA	NA	NA
Mar-06	NA	NA	NA	NA	NA
Mar-07	NA	NA	NA	NA	NA
MARCKS	NA	NA	NA	NA	NA
MARCO	NA	NA	NA	NA	NA
MARK1	NA	NA	NA	NA	NA
MARK2P10	NA	NA	NA	NA	NA
MARK2P11	NA	NA	NA	NA	NA
MARK3	0	NA	NA	NA	NA
MARK4	NA	NA	NA	NA	NA
MARVELD1	NA	NA	NA	NA	NA
MAS1L	NA	NA	NA	NA	NA
MAS1LP1	NA	NA	NA	NA	NA
MASP1	NA	NA	NA	NA	NA
MAST1	NA	NA	NA	NA	NA
MAST2	NA	NA	NA	NA	NA
MAST4	NA	NA	NA	NA	NA
MASTL	NA	NA	NA	NA	NA
MAT2B	NA	NA	NA	NA	NA
MATN1	NA	NA	NA	NA	NA
MATN1-AS1	NA	NA	NA	NA	NA
MATN2	NA	NA	NA	NA	NA
MATR3	NA	NA	NA	NA	NA
MAX	NA	NA	NA	NA	NA
MB	NA	NA	NA	NA	NA
MB21D1	NA	NA	NA	NA	NA
MB21D2	NA	NA	NA	NA	NA
MBD2	NA	NA	NA	NA	NA
MBD4	NA	NA	NA	NA	NA
MBD5	NA	NA	NA	NA	NA
MBIP	NA	NA	NA	NA	NA
MBL2	NA	NA	NA	NA	NA
MBNL1	NA	NA	NA	NA	NA
MBNL2	NA	NA	NA	NA	NA
MBOAT1	NA	NA	NA	NA	NA
MBOAT2	NA	NA	NA	NA	NA
MBOAT7	NA	NA	NA	NA	NA
MBP	NA	NA	NA	NA	NA
MBTD1	NA	NA	NA	NA	NA
MBTPS1	NA	NA	NA	NA	NA
MC2R	NA	NA	NA	NA	NA
MC3R	NA	NA	NA	NA	NA
MC4R	NA	NA	NA	NA	NA
MC5R	NA	NA	NA	NA	NA
MCAM	NA	NA	NA	NA	NA
MCAT	NA	NA	NA	NA	NA
MCC	NA	NA	NA	NA	NA
MCCC1	NA	NA	NA	NA	NA
MCF2L	NA	NA	NA	NA	NA
MCF2L2	NA	NA	NA	NA	NA
MCFD2	NA	NA	NA	NA	NA
MCHR2	NA	NA	NA	NA	NA
MCL1	2	5	2	NA	NA
MCM2	NA	NA	NA	NA	NA
MCM5	NA	NA	NA	NA	NA
MCMDC2	NA	NA	NA	NA	NA
MCOLN2	NA	NA	NA	NA	NA
MCOLN3	NA	NA	NA	NA	NA
MCPH1	NA	NA	NA	NA	NA
MCRS1	NA	NA	NA	NA	NA
MCTP1	NA	NA	NA	NA	NA
MCTP2	NA	NA	NA	NA	NA
MCUR1	NA	NA	NA	NA	NA
MDC1	NA	NA	NA	NA	NA
MDFI	NA	NA	NA	NA	NA
MDFIC	NA	NA	NA	NA	NA
MDGA1	NA	NA	NA	NA	NA
MDGA2	NA	NA	NA	NA	NA
MDH1	NA	NA	NA	NA	NA
MDH2	NA	NA	NA	NA	NA
MDK	2	2	3	NA	NA
MDM1	NA	NA	NA	NA	NA
MDM2	NA	NA	NA	NA	NA
MDM4	NA	NA	NA	NA	NA
MDN1	NA	NA	NA	NA	NA
MDS2	NA	NA	NA	NA	NA
ME1	NA	NA	NA	NA	NA
ME3	NA	NA	NA	NA	NA
MECOM	NA	NA	NA	NA	NA
MECR	NA	NA	NA	NA	NA
MED1	NA	NA	NA	NA	NA
MED10	NA	NA	NA	NA	NA
MED12L	NA	NA	NA	NA	NA
MED13	NA	NA	NA	NA	NA
MED13L	NA	NA	NA	NA	NA
MED15	NA	NA	NA	NA	NA
MED17	NA	NA	NA	NA	NA
MED18	NA	NA	NA	NA	NA
MED19	NA	NA	NA	NA	NA
MED20	NA	NA	NA	NA	NA
MED21	NA	NA	NA	NA	NA
MED23	NA	NA	NA	NA	NA
MED24	NA	NA	NA	NA	NA
MED27	NA	NA	NA	NA	NA
MED30	NA	NA	NA	NA	NA
MED4	NA	NA	NA	NA	NA
MED6	NA	NA	NA	NA	NA
MED8	NA	NA	NA	NA	NA
MEDAG	NA	NA	NA	NA	NA
MEF2A	NA	NA	NA	NA	NA
MEF2B	NA	NA	NA	NA	NA
MEG3	NA	NA	NA	NA	NA
MEG8	NA	NA	NA	NA	NA
MEGF10	NA	NA	NA	NA	NA
MEGF11	NA	NA	NA	NA	NA
MEGF9	NA	NA	NA	NA	NA
MEIS1	NA	NA	NA	NA	NA
MEIS2	NA	NA	NA	NA	NA
MEIS3P1	NA	NA	NA	NA	NA
MELK	NA	NA	NA	NA	NA
MEMO1	NA	NA	NA	NA	NA
MEOX2	NA	NA	NA	NA	NA
MEP1A	NA	NA	NA	NA	NA
MEP1B	NA	NA	NA	NA	NA
MEPE	NA	NA	NA	NA	NA
MERTK	0	NA	NA	NA	NA
METAP1	NA	NA	NA	NA	NA
METAP1D	NA	NA	NA	NA	NA
METTL11B	NA	NA	NA	NA	NA
METTL15	NA	NA	NA	NA	NA
METTL16	NA	NA	NA	NA	NA
METTL17	NA	NA	NA	NA	NA
METTL20	NA	NA	NA	NA	NA
METTL21A	NA	NA	NA	NA	NA
METTL21C	NA	NA	NA	NA	NA
METTL21EP	NA	NA	NA	NA	NA
METTL22	NA	NA	NA	NA	NA
METTL24	NA	NA	NA	NA	NA
METTL25	NA	NA	NA	NA	NA
METTL3	NA	NA	NA	NA	NA
METTL4	NA	NA	NA	NA	NA
METTL5	NA	NA	NA	NA	NA
METTL9	NA	NA	NA	NA	NA
MEX3B	NA	NA	NA	NA	NA
MFAP3	NA	NA	NA	NA	NA
MFAP3L	NA	NA	NA	NA	NA
MFAP4	NA	NA	NA	NA	NA
MFAP5	NA	NA	NA	NA	NA
MFGE8	NA	NA	NA	NA	NA
MFRP	NA	NA	NA	NA	NA
MFSD1	NA	NA	NA	NA	NA
MFSD12	NA	NA	NA	NA	NA
MFSD4	NA	NA	NA	NA	NA
MFSD6	NA	NA	NA	NA	NA
MFSD8	NA	NA	NA	NA	NA
MFSD9	NA	NA	NA	NA	NA
MGA	0	NA	NA	NA	NA
MGAM	NA	NA	NA	NA	NA
MGAT2	NA	NA	NA	NA	NA
MGAT3	NA	NA	NA	NA	NA
MGAT4A	NA	NA	NA	NA	NA
MGAT4C	NA	NA	NA	NA	NA
MGAT5	NA	NA	NA	NA	NA
MGC12965	NA	NA	NA	NA	NA
MGC16275	NA	NA	NA	NA	NA
MGC27345	NA	NA	NA	NA	NA
MGC2889	NA	NA	NA	NA	NA
MGC32805	NA	NA	NA	NA	NA
MGC34796	NA	NA	NA	NA	NA
MGC39372	NA	NA	NA	NA	NA
MGC39545	NA	NA	NA	NA	NA
MGC45800	NA	NA	NA	NA	NA
MGC4836	NA	NA	NA	NA	NA
MGC5590	NA	NA	NA	NA	NA
MGC72080	NA	NA	NA	NA	NA
MGEA5	0	NA	NA	NA	NA
MGLL	NA	NA	NA	NA	NA
MGMT	NA	NA	NA	NA	NA
MGST1	NA	NA	NA	NA	NA
MGST2	NA	NA	NA	NA	NA
MGST3	NA	NA	NA	NA	NA
MIA2	NA	NA	NA	NA	NA
MIA3	NA	NA	NA	NA	NA
MIAT	NA	NA	NA	NA	NA
MIB1	NA	NA	NA	NA	NA
MICAL1	NA	NA	NA	NA	NA
MICAL2	NA	NA	NA	NA	NA
MICAL3	NA	NA	NA	NA	NA
MICALCL	NA	NA	NA	NA	NA
MICU3	NA	NA	NA	NA	NA
MIEF2	NA	NA	NA	NA	NA
MILR1	NA	NA	NA	NA	NA
MIMT1	NA	NA	NA	NA	NA
MINA	NA	NA	NA	NA	NA
MINK1	NA	NA	NA	NA	NA
MINOS1	NA	NA	NA	NA	NA
MINOS1-NBL1	NA	NA	NA	NA	NA
MIPEP	NA	NA	NA	NA	NA
MIPOL1	NA	NA	NA	NA	NA
MIR100HG	NA	NA	NA	NA	NA
MIR101-1	NA	NA	NA	NA	NA
MIR124-3	NA	NA	NA	NA	NA
MIR1246	NA	NA	NA	NA	NA
MIR1253	NA	NA	NA	NA	NA
MIR1256	NA	NA	NA	NA	NA
MIR1257	NA	NA	NA	NA	NA
MIR1263	NA	NA	NA	NA	NA
MIR1265	NA	NA	NA	NA	NA
MIR1283-1	NA	NA	NA	NA	NA
MIR129-1	NA	NA	NA	NA	NA
MIR129-2	NA	NA	NA	NA	NA
MIR1297	NA	NA	NA	NA	NA
MIR1304	NA	NA	NA	NA	NA
MIR130B	NA	NA	NA	NA	NA
MIR1343	NA	NA	NA	NA	NA
MIR137HG	NA	NA	NA	NA	NA
MIR138-1	NA	NA	NA	NA	NA
MIR138-2	NA	NA	NA	NA	NA
MIR146B	NA	NA	NA	NA	NA
MIR1471	NA	NA	NA	NA	NA
MIR1538	NA	NA	NA	NA	NA
MIR155HG	NA	NA	NA	NA	NA
MIR17HG	NA	NA	NA	NA	NA
MIR181A1HG	NA	NA	NA	NA	NA
MIR1827	NA	NA	NA	NA	NA
MIR187	NA	NA	NA	NA	NA
MIR197	NA	NA	NA	NA	NA
MIR1973	NA	NA	NA	NA	NA
MIR202	NA	NA	NA	NA	NA
MIR2054	NA	NA	NA	NA	NA
MIR2113	NA	NA	NA	NA	NA
MIR219-1	NA	NA	NA	NA	NA
MIR29C	NA	NA	NA	NA	NA
MIR302F	NA	NA	NA	NA	NA
MIR3124	NA	NA	NA	NA	NA
MIR3134	NA	NA	NA	NA	NA
MIR3141	NA	NA	NA	NA	NA
MIR3156-3	NA	NA	NA	NA	NA
MIR3169	NA	NA	NA	NA	NA
MIR3193	NA	NA	NA	NA	NA
MIR31HG	NA	NA	NA	NA	NA
MIR3201	NA	NA	NA	NA	NA
MIR320D1	NA	NA	NA	NA	NA
MIR34A	NA	NA	NA	NA	NA
MIR3622B	NA	NA	NA	NA	NA
MIR3649	NA	NA	NA	NA	NA
MIR3656	NA	NA	NA	NA	NA
MIR365B	NA	NA	NA	NA	NA
MIR3660	NA	NA	NA	NA	NA
MIR3668	NA	NA	NA	NA	NA
MIR3678	NA	NA	NA	NA	NA
MIR3679	NA	NA	NA	NA	NA
MIR3688-1	NA	NA	NA	NA	NA
MIR378C	NA	NA	NA	NA	NA
MIR3912	NA	NA	NA	NA	NA
MIR3913-1	NA	NA	NA	NA	NA
MIR3916	NA	NA	NA	NA	NA
MIR3924	NA	NA	NA	NA	NA
MIR3927	NA	NA	NA	NA	NA
MIR3974	NA	NA	NA	NA	NA
MIR3976	NA	NA	NA	NA	NA
MIR3977	NA	NA	NA	NA	NA
MIR4255	NA	NA	NA	NA	NA
MIR4262	NA	NA	NA	NA	NA
MIR4268	NA	NA	NA	NA	NA
MIR4272	NA	NA	NA	NA	NA
MIR4275	NA	NA	NA	NA	NA
MIR4276	NA	NA	NA	NA	NA
MIR4277	NA	NA	NA	NA	NA
MIR4278	NA	NA	NA	NA	NA
MIR4289	NA	NA	NA	NA	NA
MIR4291	NA	NA	NA	NA	NA
MIR4294	NA	NA	NA	NA	NA
MIR4299	NA	NA	NA	NA	NA
MIR4303	NA	NA	NA	NA	NA
MIR4307	NA	NA	NA	NA	NA
MIR4309	NA	NA	NA	NA	NA
MIR4318	NA	NA	NA	NA	NA
MIR4325	NA	NA	NA	NA	NA
MIR4327	NA	NA	NA	NA	NA
MIR4421	NA	NA	NA	NA	NA
MIR4422	NA	NA	NA	NA	NA
MIR4424	NA	NA	NA	NA	NA
MIR4425	NA	NA	NA	NA	NA
MIR4432	NA	NA	NA	NA	NA
MIR4435-1HG	NA	NA	NA	NA	NA
MIR4444-1	NA	NA	NA	NA	NA
MIR4454	NA	NA	NA	NA	NA
MIR4460	NA	NA	NA	NA	NA
MIR4462	NA	NA	NA	NA	NA
MIR4464	NA	NA	NA	NA	NA
MIR4465	NA	NA	NA	NA	NA
MIR4468	NA	NA	NA	NA	NA
MIR4470	NA	NA	NA	NA	NA
MIR4475	NA	NA	NA	NA	NA
MIR4478	NA	NA	NA	NA	NA
MIR4488	NA	NA	NA	NA	NA
MIR4493	NA	NA	NA	NA	NA
MIR4497	NA	NA	NA	NA	NA
MIR4500HG	NA	NA	NA	NA	NA
MIR4502	NA	NA	NA	NA	NA
MIR4510	NA	NA	NA	NA	NA
MIR4513	NA	NA	NA	NA	NA
MIR4515	NA	NA	NA	NA	NA
MIR4522	NA	NA	NA	NA	NA
MIR4532	NA	NA	NA	NA	NA
MIR4535	NA	NA	NA	NA	NA
MIR4634	NA	NA	NA	NA	NA
MIR4636	NA	NA	NA	NA	NA
MIR4643	NA	NA	NA	NA	NA
MIR4652	NA	NA	NA	NA	NA
MIR4675	NA	NA	NA	NA	NA
MIR4682	NA	NA	NA	NA	NA
MIR4693	NA	NA	NA	NA	NA
MIR4697HG	NA	NA	NA	NA	NA
MIR4703	NA	NA	NA	NA	NA
MIR4708	NA	NA	NA	NA	NA
MIR4719	NA	NA	NA	NA	NA
MIR4727	NA	NA	NA	NA	NA
MIR4743	NA	NA	NA	NA	NA
MIR4776-1	NA	NA	NA	NA	NA
MIR4786	NA	NA	NA	NA	NA
MIR4792	NA	NA	NA	NA	NA
MIR493	NA	NA	NA	NA	NA
MIR5003	NA	NA	NA	NA	NA
MIR5007	NA	NA	NA	NA	NA
MIR5011	NA	NA	NA	NA	NA
MIR5091	NA	NA	NA	NA	NA
MIR5095	NA	NA	NA	NA	NA
MIR515-1	NA	NA	NA	NA	NA
MIR516B2	NA	NA	NA	NA	NA
MIR5186	NA	NA	NA	NA	NA
MIR518D	NA	NA	NA	NA	NA
MIR518E	NA	NA	NA	NA	NA
MIR5197	NA	NA	NA	NA	NA
MIR519A2	NA	NA	NA	NA	NA
MIR519E	NA	NA	NA	NA	NA
MIR520A	NA	NA	NA	NA	NA
MIR520B	NA	NA	NA	NA	NA
MIR520E	NA	NA	NA	NA	NA
MIR520F	NA	NA	NA	NA	NA
MIR520G	NA	NA	NA	NA	NA
MIR523	NA	NA	NA	NA	NA
MIR526A2	NA	NA	NA	NA	NA
MIR548A3	NA	NA	NA	NA	NA
MIR548AA2	NA	NA	NA	NA	NA
MIR548AC	NA	NA	NA	NA	NA
MIR548AE2	NA	NA	NA	NA	NA
MIR548AI	NA	NA	NA	NA	NA
MIR548AN	NA	NA	NA	NA	NA
MIR548AP	NA	NA	NA	NA	NA
MIR548AS	NA	NA	NA	NA	NA
MIR548AX	NA	NA	NA	NA	NA
MIR548F1	NA	NA	NA	NA	NA
MIR548F5	NA	NA	NA	NA	NA
MIR548G	NA	NA	NA	NA	NA
MIR548H2	NA	NA	NA	NA	NA
MIR548H3	NA	NA	NA	NA	NA
MIR548H4	NA	NA	NA	NA	NA
MIR548I1	NA	NA	NA	NA	NA
MIR548I2	NA	NA	NA	NA	NA
MIR548I4	NA	NA	NA	NA	NA
MIR548M	NA	NA	NA	NA	NA
MIR548Q	NA	NA	NA	NA	NA
MIR548X	NA	NA	NA	NA	NA
MIR551B	NA	NA	NA	NA	NA
MIR557	NA	NA	NA	NA	NA
MIR564	NA	NA	NA	NA	NA
MIR5684	NA	NA	NA	NA	NA
MIR5689	NA	NA	NA	NA	NA
MIR5692B	NA	NA	NA	NA	NA
MIR5692C1	NA	NA	NA	NA	NA
MIR5696	NA	NA	NA	NA	NA
MIR5707	NA	NA	NA	NA	NA
MIR5708	NA	NA	NA	NA	NA
MIR572	NA	NA	NA	NA	NA
MIR583	NA	NA	NA	NA	NA
MIR600HG	NA	NA	NA	NA	NA
MIR622	NA	NA	NA	NA	NA
MIR630	NA	NA	NA	NA	NA
MIR645	NA	NA	NA	NA	NA
MIR670	NA	NA	NA	NA	NA
MIR7-2	NA	NA	NA	NA	NA
MIR759	NA	NA	NA	NA	NA
MIR944	NA	NA	NA	NA	NA
MIRLET7B	NA	NA	NA	NA	NA
MIRLET7BHG	NA	NA	NA	NA	NA
MIRLET7DHG	NA	NA	NA	NA	NA
MIRLET7I	NA	NA	NA	NA	NA
MIS12	NA	NA	NA	NA	NA
MIS18BP1	NA	NA	NA	NA	NA
MITD1	NA	NA	NA	NA	NA
MITF	NA	NA	NA	NA	NA
MKI67	NA	NA	NA	NA	NA
MKLN1	NA	NA	NA	NA	NA
MKRN3	NA	NA	NA	NA	NA
MKRN7P	NA	NA	NA	NA	NA
MKRN9P	NA	NA	NA	NA	NA
MLANA	NA	NA	NA	NA	NA
MLF1	NA	NA	NA	NA	NA
MLF1IP	NA	NA	NA	NA	NA
MLF2	NA	NA	NA	NA	NA
MLH1	2	5	2	NA	NA
MLIP	NA	NA	NA	NA	NA
MLKL	NA	NA	NA	NA	NA
MLLT1	NA	NA	NA	NA	NA
MLLT3	NA	NA	NA	NA	NA
MLLT4	NA	NA	NA	NA	NA
MLLT4-AS1	NA	NA	NA	NA	NA
MLLT6	NA	NA	NA	NA	NA
MLNR	NA	NA	NA	NA	NA
MLTK	NA	NA	NA	NA	NA
MLXIP	NA	NA	NA	NA	NA
MLYCD	NA	NA	NA	NA	NA
MMACHC	0	NA	NA	NA	NA
MMADHC	NA	NA	NA	NA	NA
MME	3	NA	NA	NA	NA
MMP10	NA	NA	NA	NA	NA
MMP11	NA	NA	NA	NA	NA
MMP12	NA	NA	NA	NA	NA
MMP13	NA	NA	NA	NA	NA
MMP14	0	NA	NA	NA	NA
MMP16	NA	NA	NA	NA	NA
MMP17	NA	NA	NA	NA	NA
MMP2	NA	NA	NA	NA	NA
MMP21	NA	NA	NA	NA	NA
MMP27	NA	NA	NA	NA	NA
MMP28	NA	NA	NA	NA	NA
MMP8	NA	NA	NA	NA	NA
MMP9	NA	NA	NA	NA	NA
MMRN1	NA	NA	NA	NA	NA
MMRN2	NA	NA	NA	NA	NA
MMS19	NA	NA	NA	NA	NA
MNAT1	NA	NA	NA	NA	NA
MND1	NA	NA	NA	NA	NA
MNDA	NA	NA	NA	NA	NA
MNS1	NA	NA	NA	NA	NA
MOAP1	NA	NA	NA	NA	NA
MOB1A	NA	NA	NA	NA	NA
MOB1B	NA	NA	NA	NA	NA
MOB3B	NA	NA	NA	NA	NA
MOBP	NA	NA	NA	NA	NA
MOCOS	NA	NA	NA	NA	NA
MOCS1	NA	NA	NA	NA	NA
MOCS3	NA	NA	NA	NA	NA
MOGAT1	NA	NA	NA	NA	NA
MOGAT2	NA	NA	NA	NA	NA
MOK	NA	NA	NA	NA	NA
MON1B	NA	NA	NA	NA	NA
MON2	NA	NA	NA	NA	NA
MORC1	NA	NA	NA	NA	NA
MORC2	NA	NA	NA	NA	NA
MORC3	NA	NA	NA	NA	NA
MORF4L1	NA	NA	NA	NA	NA
MORN2	NA	NA	NA	NA	NA
MORN3	NA	NA	NA	NA	NA
MORN4	NA	NA	NA	NA	NA
MORN5	NA	NA	NA	NA	NA
MOS	NA	NA	NA	NA	NA
MOV10	NA	NA	NA	NA	NA
MOXD1	NA	NA	NA	NA	NA
MOXD2P	NA	NA	NA	NA	NA
MPC1	NA	NA	NA	NA	NA
MPC2	NA	NA	NA	NA	NA
MPDU1	NA	NA	NA	NA	NA
MPDZ	NA	NA	NA	NA	NA
MPEG1	NA	NA	NA	NA	NA
MPHOSPH6	NA	NA	NA	NA	NA
MPHOSPH8	NA	NA	NA	NA	NA
MPHOSPH9	NA	NA	NA	NA	NA
MPI	0	NA	NA	NA	NA
